Axiom Validation Log
Session: 2026-03-20_0233 UTC
Task: Step 3 of 17 - credit only

Results credited this session: 16910
Total cobblestones awarded: 552314.77

Notes:
- Credit applied with price-per-FLOP scaling from /opt/axiom/gpu_price_table.json
- Snapshot taken on a live queue; zero-elapsed results remain intentionally uncredited

Per-host credit summary (host_id, results, credit):
367	1916	154360.09
18	229	46540.30
22	252	36275.90
20	290	28103.84
17	213	22863.78
105	733	19151.80
240	626	16647.04
19	191	15731.18
339	594	12605.54
268	448	12337.32
340	632	11581.23
497	460	10479.17
395	707	9905.64
111	481	9779.26
16	68	9755.60
332	461	9310.82
330	439	9187.26
388	439	9033.84
338	612	8838.03
324	594	8830.67
23	123	8821.38
327	577	8769.71
467	438	8706.31
376	1810	8125.74
390	305	5788.00
494	294	4916.00
249	126	4603.48
1	178	4487.99
147	44	4349.89
97	219	3704.93
513	203	3042.96
61	163	2732.38
389	287	2732.08
29	132	2602.00
275	55	2396.08
85	131	1694.23
341	99	1390.68
123	229	1381.71
87	123	1349.22
127	169	1112.01
60	104	891.28
445	53	811.90
289	19	760.21
358	78	736.75
450	66	718.42
106	30	579.73
459	31	516.97
397	14	450.83
493	234	450.59
398	12	408.02
71	21	297.32
210	16	213.19
399	13	198.96
400	13	180.85
323	12	166.80
396	12	142.89
267	9	118.17
107	11	117.72
524	2	117.56
134	13	105.22
508	20	100.25
507	13	62.35
345	3	42.62
484	4	32.45
506	13	30.66
529	1	25.09
505	3	12.88
